id,user,tenant_id,metodoPago,fechaCreacion,fechaEntrega,fechaCancelacion,estado,repartidor,direccion_entrega,lat,lon,total,calificacion,comentario,tiempo_entrega_min
4637,257,9,PESOS,2025-05-09 11:02:31.000000,2025-05-09 12:31:31,,ENTREGADO,,"Rambla de Alex Palmer 63, Huesca, 03341, Buenos Aires, Argentina",-34.665465,-58.519198,4451.99,3.0,,89.0
4638,472,2,PESOS,2025-05-05 12:30:54.000000,,2025-05-05 12:35:54,CANCELADO,,"Cuesta Juan Luis Blázquez 21 Apt. 38 , Barcelona, 16815, Buenos Aires, Argentina",-34.665465,-58.519198,10955.25,,,
4639,89,7,PESOS,2025-05-05 20:23:56.000000,2025-05-05 21:05:56,,ENTREGADO,,"Ronda de Azeneth Aznar 44 Piso 8 , Toledo, 48554, Buenos Aires, Argentina",-34.665465,-58.519198,10628.86,4.0,,42.0
4640,480,15,PESOS,2025-04-26 19:22:01.000000,2025-04-26 20:09:01,,ENTREGADO,,"Pasadizo Herberto Hervás 991, Salamanca, 23186, Buenos Aires, Argentina",-34.665465,-58.519198,10880.13,2.0,,47.0
4641,339,12,PESOS,2025-05-15 01:56:15.000000,,2025-05-15 02:04:15,CANCELADO,,"Paseo Nadia Mateos 53 Puerta 6 , Madrid, 41119, Buenos Aires, Argentina",-34.665465,-58.519198,2350.76,,,
4642,160,19,PESOS,2025-05-10 12:37:38.000000,,2025-05-10 12:50:38,CANCELADO,,"Cañada Asunción Ledesma 45 Apt. 06 , Melilla, 35287, Buenos Aires, Argentina",-34.665465,-58.519198,8453.05,,,
4643,440,13,CRIPTO,2025-05-02 18:18:08.000000,2025-05-02 18:52:08,,ENTREGADO,,"Cañada Carla Garrido 60 Apt. 29 , Palencia, 10620, Buenos Aires, Argentina",-34.665465,-58.519198,12127.98,4.0,,34.0
4644,478,19,PESOS,2025-05-17 11:22:12.000000,,2025-05-17 11:31:12,CANCELADO,,"C. de Edelmira Valbuena 40, Girona, 08868, Buenos Aires, Argentina",-34.665465,-58.519198,7952.51,,,
4645,7,2,PESOS,2025-05-14 01:28:13.000000,,2025-05-14 01:37:13,CANCELADO,,"Rambla Estefanía Lobo 522 Apt. 25 , Granada, 13454, Buenos Aires, Argentina",-34.665465,-58.519198,11076.44,,,
4646,41,10,PESOS,2025-05-05 02:29:26.000000,2025-05-05 03:12:26,,ENTREGADO,,"Cañada de Nuria Salas 40, Cantabria, 20397, Buenos Aires, Argentina",-34.665465,-58.519198,8165.89,5.0,At mollitia officiis at eligendi.,43.0
4647,326,17,CRIPTO,2025-05-01 22:59:49.000000,2025-05-02 00:11:49,,ENTREGADO,,"Acceso de Aarón Villa 3 Apt. 88 , Sevilla, 35322, Buenos Aires, Argentina",-34.665465,-58.519198,2615.56,3.0,Labore repellendus optio expedita occaecati totam.,72.0
4648,238,10,CRIPTO,2025-05-13 05:05:49.000000,,2025-05-13 05:16:49,CANCELADO,,"Vial de Agustina Yáñez 1, Zaragoza, 35688, Buenos Aires, Argentina",-34.665465,-58.519198,3790.9,,,
4649,492,14,PESOS,2025-05-02 10:11:20.000000,2025-05-02 10:51:20,,ENTREGADO,,"Vial de Marisol Blazquez 44, Santa Cruz de Tenerife, 13914, Buenos Aires, Argentina",-34.665465,-58.519198,2324.63,4.0,,40.0
4650,444,5,PESOS,2025-05-17 10:39:02.000000,,2025-05-17 10:46:02,CANCELADO,,"C. de Encarnacion Molins 8 Puerta 1 , Salamanca, 37799, Buenos Aires, Argentina",-34.665465,-58.519198,13278.71,,,
4651,212,13,PESOS,2025-04-29 09:44:05.000000,2025-04-29 10:14:05,,ENTREGADO,,"Vial Basilio Mesa 65, Madrid, 34676, Buenos Aires, Argentina",-34.665465,-58.519198,3366.99,4.0,,30.0
4652,226,5,PESOS,2025-04-30 15:55:02.000000,2025-04-30 16:39:02,,ENTREGADO,,"Cañada de Sandalio Barrena 36, Álava, 36295, Buenos Aires, Argentina",-34.665465,-58.519198,3746.72,2.0,,44.0
4653,265,19,PESOS,2025-04-29 15:54:09.000000,,2025-04-29 16:09:09,CANCELADO,,"Plaza de Ignacia Castelló 69, Teruel, 46756, Buenos Aires, Argentina",-34.665465,-58.519198,5431.61,,,
4654,324,16,PESOS,2025-05-02 03:00:13.000000,2025-05-02 04:11:13,,ENTREGADO,,"Paseo Buenaventura Anaya 35 Apt. 58 , Vizcaya, 51303, Buenos Aires, Argentina",-34.665465,-58.519198,6366.45,5.0,,71.0
4655,294,8,PESOS,2025-05-04 05:30:52.000000,,2025-05-04 05:39:52,CANCELADO,,"Via de Apolonia Bermudez 9 Piso 8 , Vizcaya, 43130, Buenos Aires, Argentina",-34.665465,-58.519198,5799.89,,,
4656,210,19,CRIPTO,2025-04-23 00:17:23.000000,,2025-04-23 00:26:23,CANCELADO,,"Ronda de Basilio Dominguez 32 Piso 2 , Badajoz, 08680, Buenos Aires, Argentina",-34.665465,-58.519198,1459.75,,,
4657,153,1,PESOS,2025-05-19 14:48:41.000000,,2025-05-19 15:03:41,CANCELADO,,"Avenida José María Crespi 70, Ceuta, 22841, Buenos Aires, Argentina",-34.665465,-58.519198,11860.69,,,
4658,394,7,PESOS,2025-04-25 03:28:46.000000,2025-04-25 04:18:46,,ENTREGADO,,"Alameda María Luisa Cerdán 1 Puerta 4 , Navarra, 19940, Buenos Aires, Argentina",-34.665465,-58.519198,9002.05,5.0,,50.0
4659,228,2,PESOS,2025-04-23 12:18:05.000000,2025-04-23 13:22:05,,ENTREGADO,,"Ronda de Sandalio Trillo 349 Puerta 3 , Murcia, 38195, Buenos Aires, Argentina",-34.665465,-58.519198,2910.38,5.0,,64.0
4660,220,4,CRIPTO,2025-04-28 04:26:17.000000,2025-04-28 05:35:17,,ENTREGADO,,"Glorieta de Reynaldo Olivares 970, Zamora, 11585, Buenos Aires, Argentina",-34.665465,-58.519198,3410.16,1.0,,69.0
4661,476,7,CRIPTO,2025-05-19 03:58:49.000000,,2025-05-19 04:10:49,CANCELADO,,"Rambla Fernando Alegre 3 Puerta 5 , Almería, 21898, Buenos Aires, Argentina",-34.665465,-58.519198,3321.37,,,
4662,178,13,PESOS,2025-05-18 05:57:10.000000,2025-05-18 06:36:10,,ENTREGADO,,"Callejón de José Antonio Expósito 36, Tarragona, 49903, Buenos Aires, Argentina",-34.665465,-58.519198,3993.25,3.0,,39.0
4663,486,1,CRIPTO,2025-05-19 13:32:53.000000,2025-05-19 14:53:53,,ENTREGADO,,"Acceso Efraín Beltran 53 Puerta 1 , Teruel, 47913, Buenos Aires, Argentina",-34.665465,-58.519198,6000.99,2.0,,81.0
4664,321,3,PESOS,2025-05-09 01:52:22.000000,2025-05-09 03:01:22,,ENTREGADO,,"Plaza Aitor Alcalde 53, Cuenca, 10595, Buenos Aires, Argentina",-34.665465,-58.519198,7319.82,1.0,,69.0
4665,184,19,PESOS,2025-05-03 01:15:52.000000,2025-05-03 02:14:52,,ENTREGADO,,"Via Margarita Pujadas 961, Córdoba, 42719, Buenos Aires, Argentina",-34.665465,-58.519198,11823.91,4.0,,59.0
4666,121,6,PESOS,2025-05-16 09:49:48.000000,2025-05-16 10:36:48,,ENTREGADO,,"Calle de Victor Manso 140, Cáceres, 48674, Buenos Aires, Argentina",-34.665465,-58.519198,2246.95,3.0,,47.0
4667,283,17,PESOS,2025-05-12 20:21:54.000000,,2025-05-12 20:35:54,CANCELADO,,"Avenida de Adelardo Canales 21 Apt. 11 , Ciudad, 10023, Buenos Aires, Argentina",-34.665465,-58.519198,7572.74,,,
4668,172,3,PESOS,2025-04-23 00:49:41.000000,2025-04-23 01:49:41,,ENTREGADO,,"Camino de Daniela Piñol 47, Zaragoza, 39136, Buenos Aires, Argentina",-34.665465,-58.519198,2526.84,2.0,,60.0
4669,324,4,CRIPTO,2025-05-17 17:55:35.000000,2025-05-17 18:57:35,,ENTREGADO,,"Paseo Buenaventura Anaya 35 Apt. 58 , Vizcaya, 51303, Buenos Aires, Argentina",-34.665465,-58.519198,7734.02,3.0,,62.0
4670,148,8,PESOS,2025-05-13 08:14:53.000000,,2025-05-13 08:22:53,CANCELADO,,"Glorieta de Tomás Chacón 45, León, 37274, Buenos Aires, Argentina",-34.665465,-58.519198,1695.63,,,
4671,324,12,CRIPTO,2025-05-03 02:15:20.000000,,2025-05-03 02:27:20,CANCELADO,,"Paseo Buenaventura Anaya 35 Apt. 58 , Vizcaya, 51303, Buenos Aires, Argentina",-34.665465,-58.519198,5039.5,,,
4672,436,5,PESOS,2025-05-01 08:20:19.000000,2025-05-01 08:54:19,,ENTREGADO,,"Vial de Yolanda Ribes 54, Ávila, 23390, Buenos Aires, Argentina",-34.665465,-58.519198,7241.13,1.0,,34.0
4673,263,13,PESOS,2025-04-25 19:40:53.000000,2025-04-25 20:26:53,,ENTREGADO,,"Calle de Maxi Calatayud 84, Melilla, 42160, Buenos Aires, Argentina",-34.665465,-58.519198,11964.77,3.0,,46.0
4674,409,9,PESOS,2025-05-13 19:45:30.000000,,2025-05-13 19:51:30,CANCELADO,,"Glorieta Aura Llano 10, Madrid, 47607, Buenos Aires, Argentina",-34.665465,-58.519198,4361.9,,,
4675,437,18,CRIPTO,2025-05-18 12:02:43.000000,,2025-05-18 12:09:43,CANCELADO,,"Urbanización de Eutimio Valls 44 Apt. 98 , Santa Cruz de Tenerife, 25292, Buenos Aires, Argentina",-34.665465,-58.519198,7299.92,,,
4676,336,18,CRIPTO,2025-05-06 07:52:46.000000,,2025-05-06 08:05:46,CANCELADO,,"C. Evelia Flores 6 Apt. 99 , Castellón, 41819, Buenos Aires, Argentina",-34.665465,-58.519198,4556.66,,,
4677,46,18,CRIPTO,2025-05-11 00:23:57.000000,,2025-05-11 00:31:57,CANCELADO,,"Plaza de Cirino Cuesta 65 Piso 0 , Melilla, 13849, Buenos Aires, Argentina",-34.665465,-58.519198,5422.11,,,
4678,275,18,CRIPTO,2025-05-11 06:10:08.000000,,2025-05-11 06:24:08,CANCELADO,,"Pasaje de Visitación Núñez 8, Guadalajara, 18655, Buenos Aires, Argentina",-34.665465,-58.519198,7855.58,,,
4679,16,10,PESOS,2025-05-18 08:08:37.000000,,2025-05-18 08:18:37,CANCELADO,,"Paseo de Ramón Pozuelo 95, Lleida, 18444, Buenos Aires, Argentina",-34.665465,-58.519198,4826.53,,,
4680,447,10,CRIPTO,2025-05-06 16:47:48.000000,,2025-05-06 16:56:48,CANCELADO,,"Camino Vidal Estévez 1 Puerta 3 , Valencia, 27461, Buenos Aires, Argentina",-34.665465,-58.519198,2889.26,,,
4681,350,11,CRIPTO,2025-04-27 12:08:03.000000,,2025-04-27 12:21:03,CANCELADO,,"Vial Marcela Martín 92 Apt. 11 , Navarra, 25864, Buenos Aires, Argentina",-34.665465,-58.519198,3716.09,,,
4682,144,2,PESOS,2025-05-01 17:35:18.000000,,2025-05-01 17:47:18,CANCELADO,,"Alameda Arsenio Amaya 2 Puerta 7 , Murcia, 08319, Buenos Aires, Argentina",-34.665465,-58.519198,12125.3,,,
4683,368,19,PESOS,2025-05-12 19:06:08.000000,,2025-05-12 19:11:08,CANCELADO,,"Acceso de Che Llorente 12 Apt. 31 , Málaga, 08979, Buenos Aires, Argentina",-34.665465,-58.519198,6279.01,,,
4684,296,4,PESOS,2025-04-22 17:53:07.000000,2025-04-22 19:08:07,,ENTREGADO,,"Callejón Domingo Gonzalez 22, Lleida, 23732, Buenos Aires, Argentina",-34.665465,-58.519198,4389.21,3.0,Magnam fuga doloremque distinctio odit ab.,75.0
4685,213,19,PESOS,2025-05-15 11:06:50.000000,,2025-05-15 11:21:50,CANCELADO,,"Alameda Anacleto Sanmartín 674 Piso 7 , Ourense, 19873, Buenos Aires, Argentina",-34.665465,-58.519198,6214.4,,,
4686,419,6,PESOS,2025-05-09 13:02:04.000000,2025-05-09 13:35:04,,ENTREGADO,,"Paseo de Armando Tur 22 Apt. 15 , Madrid, 37705, Buenos Aires, Argentina",-34.665465,-58.519198,2711.29,2.0,,33.0
4687,364,3,CRIPTO,2025-04-22 07:34:11.000000,2025-04-22 08:48:11,,ENTREGADO,,"Urbanización de Ulises Acosta 28 Puerta 4 , Palencia, 28798, Buenos Aires, Argentina",-34.665465,-58.519198,1008.07,5.0,Repudiandae id maxime aliquid asperiores suscipit.,74.0
4688,91,19,PESOS,2025-04-25 15:37:04.000000,,2025-04-25 15:45:04,CANCELADO,,"Pasaje de Beatriz Clemente 45 Puerta 0 , Las Palmas, 18563, Buenos Aires, Argentina",-34.665465,-58.519198,6135.38,,,
4689,394,2,PESOS,2025-04-24 01:26:06.000000,2025-04-24 02:05:06,,ENTREGADO,,"Alameda María Luisa Cerdán 1 Puerta 4 , Navarra, 19940, Buenos Aires, Argentina",-34.665465,-58.519198,12125.3,4.0,,39.0
4690,283,17,PESOS,2025-04-21 04:32:00.000000,2025-04-21 05:56:00,,ENTREGADO,,"Avenida de Adelardo Canales 21 Apt. 11 , Ciudad, 10023, Buenos Aires, Argentina",-34.665465,-58.519198,4532.1,1.0,,84.0
4691,7,3,PESOS,2025-04-29 11:33:19.000000,,2025-04-29 11:39:19,CANCELADO,,"Rambla Estefanía Lobo 522 Apt. 25 , Granada, 13454, Buenos Aires, Argentina",-34.665465,-58.519198,4809.36,,,
4692,232,11,PESOS,2025-04-30 14:59:34.000000,2025-04-30 15:44:34,,ENTREGADO,,"Rambla Casemiro Barreda 3, Álava, 43198, Buenos Aires, Argentina",-34.665465,-58.519198,4635.96,2.0,,45.0
4693,476,8,PESOS,2025-05-08 07:17:35.000000,,2025-05-08 07:29:35,CANCELADO,,"Rambla Fernando Alegre 3 Puerta 5 , Almería, 21898, Buenos Aires, Argentina",-34.665465,-58.519198,7696.14,,,
4694,219,3,CRIPTO,2025-05-02 22:10:51.000000,2025-05-02 23:24:51,,ENTREGADO,,"Acceso Eusebio Ricart 55 Piso 6 , Toledo, 48339, Buenos Aires, Argentina",-34.665465,-58.519198,7929.53,1.0,,74.0
4695,199,8,PESOS,2025-05-12 19:37:05.000000,2025-05-12 20:34:05,,ENTREGADO,,"Urbanización de Jose Francisco Otero 66, Valencia, 42824, Buenos Aires, Argentina",-34.665465,-58.519198,3626.71,2.0,Eos praesentium quia doloremque iusto.,57.0
4696,257,4,CRIPTO,2025-05-15 05:59:28.000000,,2025-05-15 06:06:28,CANCELADO,,"Rambla de Alex Palmer 63, Huesca, 03341, Buenos Aires, Argentina",-34.665465,-58.519198,3634.12,,,
4697,290,5,PESOS,2025-05-17 10:58:04.000000,,2025-05-17 11:13:04,CANCELADO,,"Urbanización Apolinar Prats 72 Apt. 69 , Asturias, 37868, Buenos Aires, Argentina",-34.665465,-58.519198,9531.99,,,
4698,481,14,PESOS,2025-04-30 05:19:11.000000,2025-04-30 05:51:11,,ENTREGADO,,"Alameda Inocencio Huertas 40 Piso 9 , Badajoz, 26839, Buenos Aires, Argentina",-34.665465,-58.519198,3726.67,4.0,,32.0
4699,490,17,PESOS,2025-05-13 02:59:21.000000,2025-05-13 03:58:21,,ENTREGADO,,"Acceso Conrado Solé 71, Toledo, 31829, Buenos Aires, Argentina",-34.665465,-58.519198,7299.93,4.0,,59.0
4700,260,9,CRIPTO,2025-05-12 10:20:59.000000,,2025-05-12 10:31:59,CANCELADO,,"C. Ascensión Milla 89 Piso 6 , Lleida, 22287, Buenos Aires, Argentina",-34.665465,-58.519198,3245.64,,,
4701,234,2,PESOS,2025-04-30 11:56:28.000000,2025-04-30 12:39:28,,ENTREGADO,,"Pasadizo de Iris Calleja 2 Puerta 7 , Alicante, 47161, Buenos Aires, Argentina",-34.665465,-58.519198,9315.86,4.0,,43.0
4702,315,16,PESOS,2025-05-03 19:29:05.000000,2025-05-03 20:45:05,,ENTREGADO,,"Cuesta Ana Martín 23, Burgos, 09402, Buenos Aires, Argentina",-34.665465,-58.519198,6366.45,1.0,,76.0
4703,460,4,PESOS,2025-05-08 21:34:55.000000,2025-05-08 22:10:55,,ENTREGADO,,"Vial de Isabel Pastor 286, Cádiz, 34945, Buenos Aires, Argentina",-34.665465,-58.519198,1430.34,1.0,Odit recusandae perspiciatis nesciunt ipsam.,36.0
4704,406,6,CRIPTO,2025-04-30 20:02:54.000000,2025-04-30 20:37:54,,ENTREGADO,,"Pasadizo de Silvia Macias 25, Madrid, 45199, Buenos Aires, Argentina",-34.665465,-58.519198,7787.36,2.0,Itaque laborum minima ab iste.,35.0
4705,435,9,CRIPTO,2025-04-23 05:06:12.000000,2025-04-23 06:21:12,,ENTREGADO,,"Cañada Bernarda Company 2, Navarra, 06100, Buenos Aires, Argentina",-34.665465,-58.519198,4147.26,4.0,Soluta ad officiis laudantium.,75.0
4706,370,6,PESOS,2025-04-23 11:06:34.000000,,2025-04-23 11:18:34,CANCELADO,,"C. de Ruben Jáuregui 758 Piso 6 , Cuenca, 16098, Buenos Aires, Argentina",-34.665465,-58.519198,7710.88,,,
4707,475,19,PESOS,2025-04-30 14:02:08.000000,2025-04-30 15:02:08,,ENTREGADO,,"Vial Ambrosio Linares 361, Cuenca, 24111, Buenos Aires, Argentina",-34.665465,-58.519198,5223.23,4.0,,60.0
4708,121,14,PESOS,2025-05-12 11:21:41.000000,,2025-05-12 11:28:41,CANCELADO,,"Calle de Victor Manso 140, Cáceres, 48674, Buenos Aires, Argentina",-34.665465,-58.519198,6153.63,,,
4709,26,10,PESOS,2025-05-04 01:38:05.000000,2025-05-04 02:23:05,,ENTREGADO,,"Calle Emigdio Pont 26 Apt. 01 , León, 35724, Buenos Aires, Argentina",-34.665465,-58.519198,1035.63,2.0,,45.0
4710,359,19,CRIPTO,2025-05-07 18:39:39.000000,2025-05-07 19:14:39,,ENTREGADO,,"Via de Noemí Yuste 8, Badajoz, 41645, Buenos Aires, Argentina",-34.665465,-58.519198,2242.54,2.0,,35.0
4711,429,16,PESOS,2025-04-26 16:55:01.000000,2025-04-26 17:55:01,,ENTREGADO,,"C. Juan Carlos Riquelme 620 Piso 8 , Lugo, 11793, Buenos Aires, Argentina",-34.665465,-58.519198,1647.86,5.0,,60.0
4712,408,8,PESOS,2025-05-09 08:01:52.000000,2025-05-09 09:00:52,,ENTREGADO,,"Glorieta Angelino Girona 49 Puerta 9 , Pontevedra, 48001, Buenos Aires, Argentina",-34.665465,-58.519198,3018.18,3.0,,59.0
4713,485,10,PESOS,2025-04-30 08:31:45.000000,,2025-04-30 08:36:45,CANCELADO,,"Alameda de Macario Morata 96, Tarragona, 44224, Buenos Aires, Argentina",-34.665465,-58.519198,4263.73,,,
4714,381,16,CRIPTO,2025-05-03 18:20:30.000000,,2025-05-03 18:30:30,CANCELADO,,"C. de Laura Manzano 713, Girona, 38105, Buenos Aires, Argentina",-34.665465,-58.519198,5302.93,,,
4715,279,8,PESOS,2025-05-06 16:37:18.000000,2025-05-06 17:30:18,,ENTREGADO,,"Calle de Reynaldo Torrents 77, Melilla, 09313, Buenos Aires, Argentina",-34.665465,-58.519198,8764.14,3.0,,53.0
4716,205,15,PESOS,2025-05-04 11:57:25.000000,,2025-05-04 12:08:25,CANCELADO,,"Alameda de Juan Manuel Porta 6, Palencia, 01987, Buenos Aires, Argentina",-34.665465,-58.519198,5676.38,,,
4717,212,1,PESOS,2025-05-02 23:28:07.000000,2025-05-03 00:27:07,,ENTREGADO,,"Vial Basilio Mesa 65, Madrid, 34676, Buenos Aires, Argentina",-34.665465,-58.519198,5464.57,3.0,,59.0
4718,404,6,CRIPTO,2025-04-23 03:51:29.000000,2025-04-23 04:24:29,,ENTREGADO,,"Ronda Erasmo Amador 7, Burgos, 17520, Buenos Aires, Argentina",-34.665465,-58.519198,1213.74,2.0,Pariatur harum dolor non.,33.0
4719,430,19,CRIPTO,2025-05-15 05:42:18.000000,,2025-05-15 05:48:18,CANCELADO,,"Pasaje de Ciro Ledesma 184 Apt. 50 , Almería, 09003, Buenos Aires, Argentina",-34.665465,-58.519198,5362.64,,,
4720,258,7,CRIPTO,2025-05-17 14:31:01.000000,2025-05-17 15:17:01,,ENTREGADO,,"Ronda Feliciana Perez 204, Córdoba, 46399, Buenos Aires, Argentina",-34.665465,-58.519198,10153.33,5.0,Veritatis sequi molestias illo.,46.0
4721,475,3,PESOS,2025-05-06 21:08:40.000000,,2025-05-06 21:15:40,CANCELADO,,"Vial Ambrosio Linares 361, Cuenca, 24111, Buenos Aires, Argentina",-34.665465,-58.519198,6973.61,,,
4722,37,12,PESOS,2025-04-29 01:22:47.000000,2025-04-29 02:44:47,,ENTREGADO,,"Alameda Jordana Llano 451, Jaén, 06831, Buenos Aires, Argentina",-34.665465,-58.519198,5281.01,1.0,,82.0
4723,269,17,PESOS,2025-05-10 22:40:06.000000,2025-05-10 23:20:06,,ENTREGADO,,"C. de Juan Pablo Caparrós 42, Huesca, 29299, Buenos Aires, Argentina",-34.665465,-58.519198,5759.12,3.0,,40.0
4724,382,7,PESOS,2025-04-26 13:27:30.000000,,2025-04-26 13:37:30,CANCELADO,,"Camino Rosalina Murcia 8 Puerta 1 , Córdoba, 19196, Buenos Aires, Argentina",-34.665465,-58.519198,3524.28,,,
4725,75,7,CRIPTO,2025-05-06 09:01:16.000000,,2025-05-06 09:09:16,CANCELADO,,"Glorieta de Trini Galán 98, Valladolid, 03574, Buenos Aires, Argentina",-34.665465,-58.519198,6669.25,,,
4726,350,7,PESOS,2025-05-05 15:32:41.000000,2025-05-05 16:16:41,,ENTREGADO,,"Vial Marcela Martín 92 Apt. 11 , Navarra, 25864, Buenos Aires, Argentina",-34.665465,-58.519198,3321.37,4.0,Dolore quidem laborum reprehenderit.,44.0
4727,311,5,PESOS,2025-05-18 17:51:16.000000,2025-05-18 18:24:16,,ENTREGADO,,"Glorieta Rolando Roca 94, Guipúzcoa, 34272, Buenos Aires, Argentina",-34.665465,-58.519198,6399.47,4.0,Nam perspiciatis minus dicta nulla ex reiciendis.,33.0
4728,367,2,CRIPTO,2025-05-18 08:36:13.000000,,2025-05-18 08:47:13,CANCELADO,,"Paseo de Pacífica Tomé 81 Puerta 9 , Álava, 10071, Buenos Aires, Argentina",-34.665465,-58.519198,7604.6,,,
4729,369,18,CRIPTO,2025-05-04 16:26:47.000000,2025-05-04 17:25:47,,ENTREGADO,,"Avenida Benita Medina 26 Puerta 3 , Salamanca, 07477, Buenos Aires, Argentina",-34.665465,-58.519198,8165.37,2.0,Dolorem consectetur tempora neque mollitia sint consectetur.,59.0
4730,390,12,PESOS,2025-04-26 06:14:08.000000,,2025-04-26 06:22:08,CANCELADO,,"Avenida de Carlota Sevilla 82, Guadalajara, 03168, Buenos Aires, Argentina",-34.665465,-58.519198,8687.89,,,
4731,361,19,PESOS,2025-05-13 22:55:43.000000,,2025-05-13 23:05:43,CANCELADO,,"Urbanización Cristian Mercader 61 Apt. 89 , Baleares, 50946, Buenos Aires, Argentina",-34.665465,-58.519198,6908.91,,,
4732,117,19,PESOS,2025-05-14 22:23:17.000000,,2025-05-14 22:38:17,CANCELADO,,"Urbanización Lara Leon 599, Zaragoza, 09075, Buenos Aires, Argentina",-34.665465,-58.519198,6214.4,,,
4733,45,17,PESOS,2025-05-17 12:49:18.000000,2025-05-17 13:53:18,,ENTREGADO,,"Paseo de Amparo Salcedo 402, Segovia, 02577, Buenos Aires, Argentina",-34.665465,-58.519198,3319.66,3.0,,64.0
4734,331,7,PESOS,2025-05-10 21:46:40.000000,2025-05-10 22:25:40,,ENTREGADO,,"Urbanización de Espiridión Grande 6, Álava, 50215, Buenos Aires, Argentina",-34.665465,-58.519198,2538.98,2.0,,39.0
4735,58,13,PESOS,2025-05-10 07:35:24.000000,,2025-05-10 07:47:24,CANCELADO,,"Pasadizo Prudencia Amat 818 Apt. 52 , Sevilla, 42645, Buenos Aires, Argentina",-34.665465,-58.519198,10762.83,,,
4736,3,13,PESOS,2025-04-21 04:37:50.000000,2025-04-21 05:16:50,,ENTREGADO,,"Callejón Ruy Solé 2, Toledo, 28463, Buenos Aires, Argentina",-34.665465,-58.519198,3993.25,1.0,Ad unde magnam adipisci iusto rem.,39.0
4737,472,10,PESOS,2025-05-01 12:37:50.000000,2025-05-01 13:39:50,,ENTREGADO,,"Cuesta Juan Luis Blázquez 21 Apt. 38 , Barcelona, 16815, Buenos Aires, Argentina",-34.665465,-58.519198,3228.1,3.0,Eaque quod necessitatibus exercitationem aperiam a.,62.0
4738,268,1,CRIPTO,2025-04-22 10:15:00.000000,2025-04-22 11:39:00,,ENTREGADO,,"Cañada Merche Canet 89 Apt. 20 , Tarragona, 12223, Buenos Aires, Argentina",-34.665465,-58.519198,6893.42,4.0,,84.0
4739,26,6,CRIPTO,2025-04-29 11:31:40.000000,2025-04-29 12:21:40,,ENTREGADO,,"Calle Emigdio Pont 26 Apt. 01 , León, 35724, Buenos Aires, Argentina",-34.665465,-58.519198,5443.96,2.0,Quas at sapiente dolorum.,50.0
4740,422,12,CRIPTO,2025-05-18 20:07:56.000000,,2025-05-18 20:14:56,CANCELADO,,"Calle de Jose Manuel Franco 33, Burgos, 08791, Buenos Aires, Argentina",-34.665465,-58.519198,3383.16,,,
4741,494,13,PESOS,2025-05-13 11:39:11.000000,,2025-05-13 11:46:11,CANCELADO,,"Camino de Alcides Pozo 44 Puerta 5 , Huesca, 21957, Buenos Aires, Argentina",-34.665465,-58.519198,6253.02,,,
4742,471,5,CRIPTO,2025-04-23 02:32:22.000000,2025-04-23 03:23:22,,ENTREGADO,,"Vial Jacinta Gutiérrez 80 Puerta 7 , Ourense, 34453, Buenos Aires, Argentina",-34.665465,-58.519198,5676.83,3.0,,51.0
4743,177,9,CRIPTO,2025-05-02 21:56:01.000000,2025-05-02 23:23:01,,ENTREGADO,,"Vial de Nazaret Hidalgo 74, Murcia, 50550, Buenos Aires, Argentina",-34.665465,-58.519198,5381.89,4.0,,87.0
4744,461,19,CRIPTO,2025-05-09 14:43:12.000000,2025-05-09 15:51:12,,ENTREGADO,,"Acceso Amparo Zabala 96 Piso 6 , Jaén, 19520, Buenos Aires, Argentina",-34.665465,-58.519198,2733.82,5.0,Debitis in saepe odio.,68.0
4745,243,12,PESOS,2025-05-05 20:29:38.000000,2025-05-05 21:41:38,,ENTREGADO,,"Callejón de Erasmo Hierro 12, Soria, 29611, Buenos Aires, Argentina",-34.665465,-58.519198,4984.67,5.0,,72.0
4746,350,8,CRIPTO,2025-05-06 08:25:36.000000,,2025-05-06 08:36:36,CANCELADO,,"Vial Marcela Martín 92 Apt. 11 , Navarra, 25864, Buenos Aires, Argentina",-34.665465,-58.519198,6373.59,,,
4747,237,3,PESOS,2025-05-06 12:59:26.000000,,2025-05-06 13:07:26,CANCELADO,,"Calle de Jovita Gomila 72, Murcia, 24226, Buenos Aires, Argentina",-34.665465,-58.519198,3120.17,,,
4748,198,12,PESOS,2025-05-04 14:41:44.000000,,2025-05-04 14:54:44,CANCELADO,,"C. María Del Carmen Sacristán 15, Castellón, 04947, Buenos Aires, Argentina",-34.665465,-58.519198,3687.04,,,
4749,232,10,PESOS,2025-05-19 21:09:27.000000,2025-05-19 21:50:27,,ENTREGADO,,"Rambla Casemiro Barreda 3, Álava, 43198, Buenos Aires, Argentina",-34.665465,-58.519198,9137.83,2.0,,41.0
4750,492,10,PESOS,2025-05-06 19:28:50.000000,2025-05-06 20:13:50,,ENTREGADO,,"Vial de Marisol Blazquez 44, Santa Cruz de Tenerife, 13914, Buenos Aires, Argentina",-34.665465,-58.519198,10015.95,2.0,,45.0
4751,364,12,PESOS,2025-05-14 14:50:03.000000,2025-05-14 16:04:03,,ENTREGADO,,"Urbanización de Ulises Acosta 28 Puerta 4 , Palencia, 28798, Buenos Aires, Argentina",-34.665465,-58.519198,3902.84,4.0,,74.0
