pedido_id,user,tenant_id,metodoPago,fechaCreacion,fechaEntrega,fechaCancelacion,estado,repartidor,direccion_entrega,lat,lon,total,calificacion,comentario,tiempo_entrega_min,tiempo_preparacion_min
5586,185,16,PESOS,2025-06-14 08:47:34.487280,,,en_camino,,"Cañada de Gabriel Pozo 6, Baleares, 28025, Buenos Aires, Argentina",-34.665465,-58.519198,2384.43,,,,
5587,299,17,PESOS,2025-06-14 21:17:13.000000,2025-06-14 22:16:13,,completado,,"Callejón Norberto Almeida 2 Apt. 44 , Ceuta, 25614, Buenos Aires, Argentina",-34.665465,-58.519198,7457.88,3.0,,59.0,29.0
5588,338,9,PESOS,2025-06-06 01:32:01.000000,2025-06-06 02:18:01,,completado,,"Paseo de Samuel Marí 50, Segovia, 34165, Buenos Aires, Argentina",-34.665465,-58.519198,9168.19,2.0,,46.0,33.0
5589,311,17,PESOS,2025-06-16 14:12:58.000000,2025-06-16 15:25:58,,completado,,"Glorieta Rolando Roca 94, Guipúzcoa, 34272, Buenos Aires, Argentina",-34.665465,-58.519198,1416.67,3.0,,73.0,44.0
5590,21,12,PESOS,2025-06-03 13:42:33.000000,2025-06-03 14:52:33,,completado,,"Pasadizo de Guiomar Alcalá 2 Puerta 5 , Teruel, 47587, Buenos Aires, Argentina",-34.665465,-58.519198,6037.8,3.0,At quod aspernatur recusandae.,70.0,59.0
5591,2,13,CRIPTO,2025-06-06 11:52:19.000000,2025-06-06 12:28:19,,completado,,"Vial Cintia Bellido 40 Apt. 02 , Murcia, 05703, Buenos Aires, Argentina",-34.665465,-58.519198,8620.52,4.0,,36.0,22.0
5592,197,15,CRIPTO,2025-06-13 23:19:54.000000,2025-06-14 00:06:54,,completado,,"Cañada Merche Sanabria 84, Málaga, 43255, Buenos Aires, Argentina",-34.665465,-58.519198,9528.04,5.0,,47.0,27.0
5593,397,11,CRIPTO,2025-06-06 14:37:34.487280,,,en_camino,,"Vial Amando Aguilera 92, Teruel, 03204, Buenos Aires, Argentina",-34.665465,-58.519198,10804.3,,,,
5594,319,18,PESOS,2025-05-27 03:23:34.487280,,,pendiente,,"Vial Laura Noguera 41, Ceuta, 30082, Buenos Aires, Argentina",-34.665465,-58.519198,6457.55,,,,
5595,415,13,PESOS,2025-06-05 22:30:25.000000,2025-06-05 23:21:25,,completado,,"Rambla de Adelaida Arnau 26, Badajoz, 49505, Buenos Aires, Argentina",-34.665465,-58.519198,7401.37,3.0,,51.0,32.0
5596,340,5,PESOS,2025-06-14 16:26:06.000000,,2025-06-14 16:34:06,cancelado,,"Avenida de Ovidio Isern 42 Apt. 19 , León, 21805, Buenos Aires, Argentina",-34.665465,-58.519198,7281.53,,,,
5597,197,18,CRIPTO,2025-06-14 06:29:34.487280,,,en_camino,,"Cañada Merche Sanabria 84, Málaga, 43255, Buenos Aires, Argentina",-34.665465,-58.519198,9301.15,,,,
5598,363,6,CRIPTO,2025-06-14 13:51:42.000000,2025-06-14 14:31:42,,completado,,"Ronda Adelaida Lumbreras 86 Piso 3 , Vizcaya, 16970, Buenos Aires, Argentina",-34.665465,-58.519198,1213.74,5.0,,40.0,13.0
5599,297,13,PESOS,2025-05-30 12:00:34.487280,,,pendiente,,"Paseo de Abigaíl Miranda 52 Apt. 80 , Huelva, 01032, Buenos Aires, Argentina",-34.665465,-58.519198,8920.46,,,,
5600,163,20,PESOS,2025-05-31 20:56:47.000000,2025-05-31 21:36:47,,completado,,"Cañada de Cecilia Acero 8, Salamanca, 29976, Buenos Aires, Argentina",-34.665465,-58.519198,4179.01,4.0,,40.0,20.0
5601,349,20,PESOS,2025-05-24 23:04:36.000000,2025-05-24 23:51:36,,completado,,"Avenida Águeda Sanz 70 Puerta 5 , Girona, 03572, Buenos Aires, Argentina",-34.665465,-58.519198,2228.54,5.0,Quos molestiae doloremque nam error.,47.0,26.0
5602,353,4,PESOS,2025-06-16 13:26:39.000000,2025-06-16 14:16:39,,completado,,"Cañada de Manu Gómez 77 Puerta 3 , Almería, 49999, Buenos Aires, Argentina",-34.665465,-58.519198,8474.62,2.0,Omnis quidem ea temporibus sit iste deserunt.,50.0,40.0
5603,423,7,CRIPTO,2025-05-22 13:38:37.000000,2025-05-22 14:31:37,,completado,,"Acceso Maricela Vilanova 247, Jaén, 28611, Buenos Aires, Argentina",-34.665465,-58.519198,8842.06,2.0,,53.0,31.0
5604,188,7,PESOS,2025-06-08 15:35:07.000000,2025-06-08 16:13:07,,completado,,"Paseo de Fanny Machado 93, Madrid, 41785, Buenos Aires, Argentina",-34.665465,-58.519198,7764.9,1.0,,38.0,16.0
5605,228,4,PESOS,2025-06-02 00:16:34.487280,,,pendiente,,"Ronda de Sandalio Trillo 349 Puerta 3 , Murcia, 38195, Buenos Aires, Argentina",-34.665465,-58.519198,7851.13,,,,
5606,153,18,PESOS,2025-05-26 11:11:34.487280,,,en_camino,,"Avenida José María Crespi 70, Ceuta, 22841, Buenos Aires, Argentina",-34.665465,-58.519198,8716.7,,,,
5607,137,16,PESOS,2025-06-12 18:18:34.487280,,,en_camino,,"Ronda Sigfrido Verdejo 29 Piso 9 , Toledo, 36803, Buenos Aires, Argentina",-34.665465,-58.519198,4396.21,,,,
5608,255,4,PESOS,2025-06-06 11:38:34.487280,,,pendiente,,"Paseo Anselma Chaves 552 Puerta 9 , Cádiz, 43730, Buenos Aires, Argentina",-34.665465,-58.519198,3356.73,,,,
5609,474,6,CRIPTO,2025-05-31 21:01:10.000000,2025-05-31 21:23:10,,completado,,"Glorieta Félix Pallarès 11 Piso 8 , Sevilla, 22550, Buenos Aires, Argentina",-34.665465,-58.519198,3024.91,3.0,Saepe occaecati maxime aut animi voluptatum.,22.0,3.0
5610,232,1,PESOS,2025-05-21 17:45:34.487280,,,en_camino,,"Rambla Casemiro Barreda 3, Álava, 43198, Buenos Aires, Argentina",-34.665465,-58.519198,5713.61,,,,
5611,216,19,PESOS,2025-05-22 02:39:33.000000,2025-05-22 03:50:33,,completado,,"Calle de Maura Varela 48, Valladolid, 25379, Buenos Aires, Argentina",-34.665465,-58.519198,11081.87,3.0,,71.0,58.0
5612,373,13,PESOS,2025-06-04 09:54:34.000000,2025-06-04 10:35:34,,completado,,"Ronda Ruth Carbonell 51 Puerta 7 , Barcelona, 29993, Buenos Aires, Argentina",-34.665465,-58.519198,4297.99,5.0,,41.0,24.0
5613,120,17,PESOS,2025-06-07 11:40:34.487280,,,en_camino,,"Alameda Jonatan Bartolomé 359 Puerta 4 , Badajoz, 42227, Buenos Aires, Argentina",-34.665465,-58.519198,5187.36,,,,
5614,88,10,CRIPTO,2025-06-14 20:45:43.000000,2025-06-14 21:51:43,,completado,,"Ronda de Lucho Medina 7, Girona, 40899, Buenos Aires, Argentina",-34.665465,-58.519198,5770.04,4.0,,66.0,45.0
5615,51,14,CRIPTO,2025-06-12 06:46:34.487280,,,pendiente,,"Paseo Jose Angel Heredia 97 Apt. 30 , Castellón, 12868, Buenos Aires, Argentina",-34.665465,-58.519198,11857.48,,,,
5616,213,11,PESOS,2025-06-09 14:33:11.000000,2025-06-09 15:16:11,,completado,,"Alameda Anacleto Sanmartín 674 Piso 7 , Ourense, 19873, Buenos Aires, Argentina",-34.665465,-58.519198,3716.09,2.0,Numquam modi porro excepturi molestiae inventore.,43.0,15.0
5617,421,16,CRIPTO,2025-06-02 19:02:34.487280,,,pendiente,,"Alameda Ignacia Mariño 44 Piso 6 , Guadalajara, 23098, Buenos Aires, Argentina",-34.665465,-58.519198,1647.86,,,,
5618,278,8,PESOS,2025-06-18 12:51:06.000000,2025-06-18 13:28:06,,completado,,"Calle de Rafaela Armengol 1 Puerta 4 , Lleida, 48229, Buenos Aires, Argentina",-34.665465,-58.519198,4236.26,1.0,,37.0,23.0
5619,444,17,CRIPTO,2025-06-14 01:46:34.487280,,,pendiente,,"C. de Encarnacion Molins 8 Puerta 1 , Salamanca, 37799, Buenos Aires, Argentina",-34.665465,-58.519198,5687.23,,,,
5620,178,19,PESOS,2025-06-03 02:49:51.000000,,2025-06-03 03:04:51,cancelado,,"Callejón de José Antonio Expósito 36, Tarragona, 49903, Buenos Aires, Argentina",-34.665465,-58.519198,4202.83,,,,
5621,249,1,PESOS,2025-06-11 23:40:34.487280,,,pendiente,,"Vial de José Ángel Godoy 117 Puerta 2 , Cádiz, 07202, Buenos Aires, Argentina",-34.665465,-58.519198,5730.78,,,,
5622,483,7,CRIPTO,2025-06-05 18:27:14.000000,2025-06-05 19:11:14,,completado,,"Via Asunción Durán 86, Baleares, 19234, Buenos Aires, Argentina",-34.665465,-58.519198,1070.28,4.0,Officia error omnis nam quod maiores ab.,44.0,17.0
5623,293,13,PESOS,2025-05-31 03:26:47.000000,2025-05-31 03:52:47,,completado,,"Ronda Teo Feliu 60, Huesca, 19881, Buenos Aires, Argentina",-34.665465,-58.519198,11394.62,2.0,,26.0,-4.0
5624,303,2,PESOS,2025-06-01 13:14:03.000000,2025-06-01 14:11:03,,completado,,"Alameda de Anacleto Catalá 967 Puerta 7 , Málaga, 02432, Buenos Aires, Argentina",-34.665465,-58.519198,11617.65,5.0,,57.0,44.0
5625,219,9,PESOS,2025-05-23 21:39:40.000000,2025-05-23 22:45:40,,completado,,"Acceso Eusebio Ricart 55 Piso 6 , Toledo, 48339, Buenos Aires, Argentina",-34.665465,-58.519198,1076.95,1.0,Adipisci ipsum omnis quaerat.,66.0,56.0
5626,165,14,CRIPTO,2025-06-04 13:34:34.487280,,,en_camino,,"Avenida Ernesto Andres 13, Cádiz, 38449, Buenos Aires, Argentina",-34.665465,-58.519198,6051.3,,,,
5627,424,7,PESOS,2025-06-09 14:36:34.487280,,,pendiente,,"Avenida de Pascuala Bartolomé 87 Puerta 5 , Ávila, 22897, Buenos Aires, Argentina",-34.665465,-58.519198,8163.62,,,,
5628,183,14,PESOS,2025-06-07 10:26:34.487280,,,pendiente,,"Vial Corona Sales 1, León, 18668, Buenos Aires, Argentina",-34.665465,-58.519198,2548.95,,,,
5629,93,4,PESOS,2025-06-13 09:16:30.000000,2025-06-13 10:39:30,,completado,,"Pasaje Hernando Verdugo 59, Burgos, 17264, Buenos Aires, Argentina",-34.665465,-58.519198,9176.28,1.0,,83.0,61.0
5630,77,13,PESOS,2025-06-18 05:54:20.000000,2025-06-18 06:44:20,,completado,,"Via José Antonio Esparza 33 Piso 7 , Sevilla, 49266, Buenos Aires, Argentina",-34.665465,-58.519198,8158.2,1.0,Perferendis minima quia labore.,50.0,30.0
5631,256,1,PESOS,2025-05-22 08:27:27.000000,2025-05-22 09:19:27,,completado,,"Pasaje Aránzazu Fuente 22, Girona, 18097, Buenos Aires, Argentina",-34.665465,-58.519198,4925.95,5.0,Itaque porro excepturi earum quibusdam officiis placeat.,52.0,26.0
5632,67,17,PESOS,2025-06-11 10:09:10.000000,2025-06-11 10:50:10,,completado,,"Callejón de Valeria Alba 988, Tarragona, 02523, Buenos Aires, Argentina",-34.665465,-58.519198,1364.71,2.0,,41.0,29.0
5633,147,3,PESOS,2025-06-07 08:52:15.000000,2025-06-07 09:49:15,,completado,,"Ronda Amanda Lorenzo 40, Salamanca, 07636, Buenos Aires, Argentina",-34.665465,-58.519198,1518.77,1.0,,57.0,37.0
5634,66,4,PESOS,2025-06-12 21:54:41.000000,2025-06-12 22:30:41,,completado,,"Callejón Celia Naranjo 2, Sevilla, 40447, Buenos Aires, Argentina",-34.665465,-58.519198,5825.78,3.0,,36.0,25.0
5635,106,8,PESOS,2025-06-11 18:45:34.487280,,,pendiente,,"Vial Yésica Montero 75 Piso 6 , Ceuta, 04033, Buenos Aires, Argentina",-34.665465,-58.519198,3626.71,,,,
5636,186,17,PESOS,2025-05-27 19:25:46.000000,2025-05-27 20:50:46,,completado,,"Cuesta de Teófilo Donaire 25 Puerta 2 , Toledo, 38262, Buenos Aires, Argentina",-34.665465,-58.519198,5187.36,2.0,,85.0,62.0
5637,341,13,PESOS,2025-06-10 12:47:34.487280,,,pendiente,,"Callejón Palmira Álvarez 12 Piso 5 , Guipúzcoa, 39968, Buenos Aires, Argentina",-34.665465,-58.519198,3970.1,,,,
5638,124,6,PESOS,2025-06-11 09:45:44.000000,2025-06-11 10:28:44,,completado,,"Urbanización Miguela Bayón 10 Apt. 44 , Guadalajara, 42600, Buenos Aires, Argentina",-34.665465,-58.519198,2419.05,5.0,,43.0,21.0
5639,366,19,PESOS,2025-06-02 21:15:19.000000,2025-06-02 22:28:19,,completado,,"Paseo de David Menéndez 19, Segovia, 22275, Buenos Aires, Argentina",-34.665465,-58.519198,6214.4,4.0,,73.0,60.0
5640,272,7,PESOS,2025-06-02 06:53:34.487280,,,pendiente,,"Glorieta Eleuterio Gámez 82 Apt. 05 , Lleida, 14931, Buenos Aires, Argentina",-34.665465,-58.519198,2538.98,,,,
5641,89,17,PESOS,2025-06-10 10:37:34.487280,,,pendiente,,"Ronda de Azeneth Aznar 44 Piso 8 , Toledo, 48554, Buenos Aires, Argentina",-34.665465,-58.519198,6298.87,,,,
5642,216,19,PESOS,2025-06-06 00:25:15.000000,2025-06-06 01:34:15,,completado,,"Calle de Maura Varela 48, Valladolid, 25379, Buenos Aires, Argentina",-34.665465,-58.519198,7864.7,2.0,,69.0,56.0
5643,240,12,CRIPTO,2025-06-19 01:17:34.487280,,,pendiente,,"C. de Ascensión Poza 4, Málaga, 39475, Buenos Aires, Argentina",-34.665465,-58.519198,10718.59,,,,
5644,378,14,CRIPTO,2025-05-29 09:33:14.000000,2025-05-29 10:04:14,,completado,,"Via Aura Abascal 16 Apt. 98 , Girona, 38981, Buenos Aires, Argentina",-34.665465,-58.519198,10492.24,1.0,,31.0,21.0
5645,178,3,PESOS,2025-06-15 07:26:44.000000,2025-06-15 08:08:44,,completado,,"Callejón de José Antonio Expósito 36, Tarragona, 49903, Buenos Aires, Argentina",-34.665465,-58.519198,1518.77,2.0,,42.0,31.0
5646,147,4,CRIPTO,2025-06-12 22:00:18.000000,2025-06-12 23:20:18,,completado,,"Ronda Amanda Lorenzo 40, Salamanca, 07636, Buenos Aires, Argentina",-34.665465,-58.519198,12186.91,5.0,,80.0,66.0
5647,171,20,PESOS,2025-06-12 17:23:09.000000,2025-06-12 18:33:09,,completado,,"Callejón de Olegario Folch 74 Puerta 2 , Baleares, 24357, Buenos Aires, Argentina",-34.665465,-58.519198,4107.47,3.0,,70.0,59.0
5648,255,2,CRIPTO,2025-06-06 04:30:43.000000,2025-06-06 05:35:43,,completado,,"Paseo Anselma Chaves 552 Puerta 9 , Cádiz, 43730, Buenos Aires, Argentina",-34.665465,-58.519198,4926.89,5.0,,65.0,45.0
5649,125,11,PESOS,2025-05-23 21:35:40.000000,2025-05-23 22:16:40,,completado,,"Avenida de Marisa Puente 5 Apt. 49 , Madrid, 28684, Buenos Aires, Argentina",-34.665465,-58.519198,3349.22,5.0,,41.0,20.0
5650,135,20,PESOS,2025-06-19 04:28:43.000000,2025-06-19 05:50:43,,completado,,"Acceso Feliciano Mariscal 77 Apt. 42 , Soria, 19942, Buenos Aires, Argentina",-34.665465,-58.519198,6994.97,1.0,,82.0,64.0
5651,164,16,PESOS,2025-06-01 02:49:34.487280,,,pendiente,,"Plaza de Plinio Ocaña 57 Piso 1 , Ciudad, 14848, Buenos Aires, Argentina",-34.665465,-58.519198,9729.77,,,,
5652,217,18,CRIPTO,2025-05-21 15:59:13.000000,2025-05-21 17:02:13,,completado,,"Cañada de Rafa Armengol 94, Guipúzcoa, 29261, Buenos Aires, Argentina",-34.665465,-58.519198,7334.44,1.0,Excepturi harum exercitationem.,63.0,44.0
5653,162,14,CRIPTO,2025-05-30 18:18:32.000000,2025-05-30 18:41:32,,completado,,"Paseo Lázaro Pablo 87, Cádiz, 27123, Buenos Aires, Argentina",-34.665465,-58.519198,7943.29,2.0,Earum aspernatur consectetur.,23.0,12.0
5654,5,2,PESOS,2025-06-11 13:39:44.000000,2025-06-11 14:46:44,,completado,,"Vial Custodio Jurado 765, Segovia, 12263, Buenos Aires, Argentina",-34.665465,-58.519198,9698.39,1.0,,67.0,51.0
5655,69,1,PESOS,2025-06-06 14:49:47.000000,2025-06-06 16:08:47,,completado,,"Camino Espiridión Bravo 3, Castellón, 42161, Buenos Aires, Argentina",-34.665465,-58.519198,3947.52,3.0,Culpa consequatur repudiandae reiciendis.,79.0,61.0
5656,158,15,PESOS,2025-06-12 23:27:34.487280,,,pendiente,,"Cañada de Nydia Oliver 828, Asturias, 46936, Buenos Aires, Argentina",-34.665465,-58.519198,1130.52,,,,
5657,409,20,PESOS,2025-05-24 21:54:34.487280,,,en_camino,,"Glorieta Aura Llano 10, Madrid, 47607, Buenos Aires, Argentina",-34.665465,-58.519198,11560.46,,,,
5658,490,3,PESOS,2025-05-21 20:24:50.000000,2025-05-21 21:06:50,,completado,,"Acceso Conrado Solé 71, Toledo, 31829, Buenos Aires, Argentina",-34.665465,-58.519198,4638.94,2.0,,42.0,32.0
5659,18,9,PESOS,2025-05-23 15:06:45.000000,2025-05-23 16:05:45,,completado,,"Camino de Benigno Acero 28, Madrid, 34612, Buenos Aires, Argentina",-34.665465,-58.519198,1076.95,4.0,,59.0,29.0
5660,86,14,PESOS,2025-06-03 00:10:54.000000,2025-06-03 00:52:54,,completado,,"Cuesta de Fito Ureña 58 Puerta 2 , Albacete, 16428, Buenos Aires, Argentina",-34.665465,-58.519198,6517.43,1.0,,42.0,32.0
5661,171,13,PESOS,2025-06-18 12:44:34.487280,,,en_camino,,"Callejón de Olegario Folch 74 Puerta 2 , Baleares, 24357, Buenos Aires, Argentina",-34.665465,-58.519198,8792.63,,,,
5662,96,15,PESOS,2025-06-14 19:49:13.000000,2025-06-14 20:19:13,,completado,,"Cuesta de Ernesto Ramírez 48 Apt. 16 , Guipúzcoa, 39996, Buenos Aires, Argentina",-34.665465,-58.519198,7863.18,5.0,,30.0,3.0
5663,143,3,CRIPTO,2025-06-07 13:20:48.000000,2025-06-07 14:04:48,,completado,,"Ronda Lupe Vargas 69 Piso 7 , La Rioja, 10500, Buenos Aires, Argentina",-34.665465,-58.519198,3120.17,4.0,,44.0,25.0
5664,462,5,PESOS,2025-06-03 12:20:53.000000,2025-06-03 12:40:53,,completado,,"Calle de Norberto Fernández 7, Albacete, 37783, Buenos Aires, Argentina",-34.665465,-58.519198,7155.93,4.0,,20.0,-4.0
5665,141,12,PESOS,2025-06-11 19:38:58.000000,2025-06-11 20:17:58,,completado,,"C. de Cayetana Lozano 50 Piso 2 , Zaragoza, 51868, Buenos Aires, Argentina",-34.665465,-58.519198,2930.25,2.0,Voluptatem aspernatur ut culpa.,39.0,24.0
5666,81,5,PESOS,2025-06-09 10:00:26.000000,2025-06-09 10:27:26,,completado,,"Alameda Mohamed Grande 477, Barcelona, 13839, Buenos Aires, Argentina",-34.665465,-58.519198,5078.85,5.0,,27.0,13.0
5667,197,18,CRIPTO,2025-05-22 03:41:14.000000,2025-05-22 04:17:14,,completado,,"Cañada Merche Sanabria 84, Málaga, 43255, Buenos Aires, Argentina",-34.665465,-58.519198,4399.36,4.0,Iure harum quo eius.,36.0,26.0
5668,237,1,PESOS,2025-05-25 05:25:34.487280,,,pendiente,,"Calle de Jovita Gomila 72, Murcia, 24226, Buenos Aires, Argentina",-34.665465,-58.519198,4860.8,,,,
5669,327,15,PESOS,2025-05-29 19:24:34.487280,,,pendiente,,"Callejón de Ángela Roldan 9 Piso 4 , Albacete, 50352, Buenos Aires, Argentina",-34.665465,-58.519198,7810.53,,,,
5670,122,13,PESOS,2025-05-27 04:21:57.000000,2025-05-27 04:43:57,,completado,,"Callejón de Leopoldo Coll 9, Zaragoza, 02357, Buenos Aires, Argentina",-34.665465,-58.519198,3431.27,1.0,,22.0,9.0
5671,54,8,PESOS,2025-06-02 23:27:34.487280,,,pendiente,,"Avenida de Modesta Vall 5, Valladolid, 11024, Buenos Aires, Argentina",-34.665465,-58.519198,5299.79,,,,
5672,484,14,PESOS,2025-06-10 15:58:34.487280,,,en_camino,,"Pasaje de Estrella Ferrando 1 Piso 9 , Zamora, 23462, Buenos Aires, Argentina",-34.665465,-58.519198,11034.92,,,,
5673,428,6,CRIPTO,2025-05-22 05:29:34.487280,,,en_camino,,"Pasadizo René Clavero 2 Puerta 3 , Toledo, 14980, Buenos Aires, Argentina",-34.665465,-58.519198,2246.95,,,,
5674,437,1,CRIPTO,2025-05-28 23:02:08.000000,2025-05-29 00:28:08,,completado,,"Urbanización de Eutimio Valls 44 Apt. 98 , Santa Cruz de Tenerife, 25292, Buenos Aires, Argentina",-34.665465,-58.519198,2032.62,1.0,,86.0,71.0
5675,3,1,CRIPTO,2025-06-04 12:22:34.487280,,,en_camino,,"Callejón Ruy Solé 2, Toledo, 28463, Buenos Aires, Argentina",-34.665465,-58.519198,2074.83,,,,
5676,215,12,CRIPTO,2025-06-16 04:58:34.487280,,,pendiente,,"Camino Ruben Bravo 62 Apt. 92 , Tarragona, 28764, Buenos Aires, Argentina",-34.665465,-58.519198,7070.2,,,,
5677,376,4,CRIPTO,2025-06-11 21:37:34.487280,,,en_camino,,"Rambla de Regina Gelabert 32, La Rioja, 25199, Buenos Aires, Argentina",-34.665465,-58.519198,9471.82,,,,
5678,281,13,CRIPTO,2025-05-29 07:24:39.000000,2025-05-29 07:44:39,,completado,,"Ronda de Marcio Abella 82, Soria, 40197, Buenos Aires, Argentina",-34.665465,-58.519198,4932.74,3.0,,20.0,-6.0
5679,220,9,CRIPTO,2025-05-21 03:21:04.000000,2025-05-21 04:22:04,,completado,,"Glorieta de Reynaldo Olivares 970, Zamora, 11585, Buenos Aires, Argentina",-34.665465,-58.519198,7339.77,5.0,,61.0,49.0
5680,100,12,PESOS,2025-06-04 21:04:34.487280,,,pendiente,,"Camino Adora Portillo 626, Albacete, 09420, Buenos Aires, Argentina",-34.665465,-58.519198,4735.62,,,,
5681,139,9,PESOS,2025-06-08 12:18:39.000000,2025-06-08 13:01:39,,completado,,"Rambla Zacarías Pou 91, Las Palmas, 05451, Buenos Aires, Argentina",-34.665465,-58.519198,7554.35,5.0,,43.0,15.0
5682,60,4,PESOS,2025-06-09 00:07:19.000000,2025-06-09 01:27:19,,completado,,"Paseo Mar Muñoz 83, Murcia, 39051, Buenos Aires, Argentina",-34.665465,-58.519198,8830.18,3.0,,80.0,64.0
5683,50,11,PESOS,2025-06-09 06:52:18.000000,,2025-06-09 07:05:18,cancelado,,"Paseo Chema Cisneros 4 Piso 1 , Barcelona, 10755, Buenos Aires, Argentina",-34.665465,-58.519198,3716.09,,,,
5684,264,20,PESOS,2025-05-29 04:38:10.000000,2025-05-29 05:53:10,,completado,,"Vial María Dolores Fuertes 8, León, 28686, Buenos Aires, Argentina",-34.665465,-58.519198,9127.82,1.0,,75.0,45.0
5685,154,20,CRIPTO,2025-05-23 00:23:20.000000,2025-05-23 01:30:20,,completado,,"Acceso Octavio Ricart 68, Álava, 10086, Buenos Aires, Argentina",-34.665465,-58.519198,2641.9,2.0,,67.0,47.0
5686,65,2,PESOS,2025-06-16 17:43:41.000000,2025-06-16 18:16:41,,completado,,"Vial Pío Ramirez 87, Madrid, 47873, Buenos Aires, Argentina",-34.665465,-58.519198,14010.08,5.0,,33.0,23.0
5687,254,4,CRIPTO,2025-06-05 09:49:34.487280,,,pendiente,,"Paseo de Zoraida Maestre 35 Puerta 8 , Granada, 02668, Buenos Aires, Argentina",-34.665465,-58.519198,6870.18,,,,
5688,374,19,PESOS,2025-06-08 15:01:43.000000,2025-06-08 16:02:43,,completado,,"Plaza de Rosaura Escalona 13 Apt. 47 , Ceuta, 19381, Buenos Aires, Argentina",-34.665465,-58.519198,10020.72,1.0,,61.0,32.0
5689,13,19,PESOS,2025-06-14 00:13:14.000000,2025-06-14 00:54:14,,completado,,"Avenida Jenny Ochoa 10 Apt. 57 , Burgos, 46875, Buenos Aires, Argentina",-34.665465,-58.519198,5472.36,1.0,Repellendus possimus rem ex architecto quos.,41.0,27.0
5690,228,12,CRIPTO,2025-06-08 09:24:34.487280,,,pendiente,,"Ronda de Sandalio Trillo 349 Puerta 3 , Murcia, 38195, Buenos Aires, Argentina",-34.665465,-58.519198,8671.71,,,,
5691,376,20,PESOS,2025-05-21 08:33:45.000000,2025-05-21 09:57:45,,completado,,"Rambla de Regina Gelabert 32, La Rioja, 25199, Buenos Aires, Argentina",-34.665465,-58.519198,3408.93,3.0,,84.0,73.0
5692,489,7,PESOS,2025-05-26 07:59:11.000000,,2025-05-26 08:07:11,cancelado,,"Rambla de Nidia Peinado 82, Córdoba, 13570, Buenos Aires, Argentina",-34.665465,-58.519198,3524.28,,,,
5693,365,19,PESOS,2025-05-22 01:16:51.000000,2025-05-22 02:30:51,,completado,,"C. de Cecilia Alcalá 13 Puerta 5 , Álava, 35038, Buenos Aires, Argentina",-34.665465,-58.519198,3262.94,2.0,,74.0,63.0
5694,476,5,CRIPTO,2025-06-10 05:57:34.487280,,,pendiente,,"Rambla Fernando Alegre 3 Puerta 5 , Almería, 21898, Buenos Aires, Argentina",-34.665465,-58.519198,5558.83,,,,
5695,252,10,PESOS,2025-06-07 21:29:34.487280,,,pendiente,,"C. José Ángel Juan 71, Sevilla, 50297, Buenos Aires, Argentina",-34.665465,-58.519198,2620.01,,,,
5696,431,19,CRIPTO,2025-05-23 16:17:34.487280,,,pendiente,,"Plaza de Micaela Ribes 57, Granada, 17382, Buenos Aires, Argentina",-34.665465,-58.519198,6214.4,,,,
5697,448,19,CRIPTO,2025-05-24 11:09:26.000000,2025-05-24 11:42:26,,completado,,"Via de Olegario Cardona 4, La Rioja, 44910, Buenos Aires, Argentina",-34.665465,-58.519198,6549.4,5.0,,33.0,15.0
5698,416,2,PESOS,2025-06-01 20:05:59.000000,2025-06-01 20:53:59,,completado,,"Pasaje de Plinio Jover 5 Apt. 90 , Albacete, 33207, Buenos Aires, Argentina",-34.665465,-58.519198,10443.14,1.0,,48.0,37.0
5699,72,10,PESOS,2025-06-18 01:33:40.000000,2025-06-18 02:31:40,,completado,,"Cuesta de Débora Vilar 109 Apt. 89 , Toledo, 11955, Buenos Aires, Argentina",-34.665465,-58.519198,1146.89,1.0,,58.0,34.0
5700,418,16,PESOS,2025-06-02 19:52:42.000000,2025-06-02 21:11:42,,completado,,"Camino Martin Esteve 35, Granada, 25362, Buenos Aires, Argentina",-34.665465,-58.519198,3226.88,4.0,,79.0,67.0
5701,157,11,PESOS,2025-05-29 16:06:34.487280,,,en_camino,,"Callejón Anna Agustí 7 Apt. 33 , Almería, 39382, Buenos Aires, Argentina",-34.665465,-58.519198,11310.39,,,,
5702,125,18,CRIPTO,2025-05-27 00:07:56.000000,2025-05-27 00:38:56,,completado,,"Avenida de Marisa Puente 5 Apt. 49 , Madrid, 28684, Buenos Aires, Argentina",-34.665465,-58.519198,7177.96,5.0,,31.0,21.0
5703,97,9,PESOS,2025-05-28 08:03:16.000000,,2025-05-28 08:13:16,cancelado,,"Callejón de Violeta Sánchez 88, Santa Cruz de Tenerife, 48165, Buenos Aires, Argentina",-34.665465,-58.519198,3063.05,,,,
5704,260,11,PESOS,2025-05-26 02:07:02.000000,2025-05-26 02:50:02,,completado,,"C. Ascensión Milla 89 Piso 6 , Lleida, 22287, Buenos Aires, Argentina",-34.665465,-58.519198,3418.45,2.0,,43.0,18.0
5705,31,18,PESOS,2025-05-25 07:55:01.000000,2025-05-25 08:56:01,,completado,,"Pasaje de Sonia Balaguer 92, Albacete, 19331, Buenos Aires, Argentina",-34.665465,-58.519198,4007.55,2.0,,61.0,46.0
5706,53,12,PESOS,2025-06-15 08:44:54.000000,2025-06-15 09:19:54,,completado,,"Ronda Beatriz Coronado 37 Piso 4 , Burgos, 05939, Buenos Aires, Argentina",-34.665465,-58.519198,8185.55,1.0,Dicta non officiis.,35.0,15.0
